b:tnow in s;m:u in p.u.
7.769100;0.935738
7.770100;0.935752
7.771100;0.935765
7.772100;0.935779
7.773100;0.935792
7.774100;0.935806
7.775100;0.935820
7.776100;0.935834
7.777100;0.935848
7.778100;0.935861
7.779100;0.935875
7.780100;0.935888
7.781100;0.935901
7.782100;0.935915
7.783100;0.935929
7.784100;0.935943
7.785100;0.935957
7.786100;0.935971
7.787100;0.935985
7.788100;0.935998
7.789100;0.936012
7.790100;0.936025
7.791100;0.936039
7.792100;0.936053
7.793100;0.936067
7.794100;0.936081
7.795100;0.936095
7.796100;0.936109
7.797100;0.936130
7.798100;0.936147
7.799100;0.936159
7.800100;0.936171
7.801100;0.936180
7.802100;0.936192
7.803100;0.936207
7.804100;0.936221
7.805100;0.936235
7.806100;0.936250
7.807100;0.936264
7.808100;0.936277
7.809100;0.936290
7.810100;0.936304
7.811100;0.936317
7.812100;0.936331
7.813100;0.936345
7.814100;0.936360
7.815100;0.936374
7.816100;0.936387
7.817100;0.936401
7.818100;0.936414
7.819100;0.936428
7.820100;0.936441
7.821100;0.936455
7.822100;0.936469
7.823100;0.936483
7.824100;0.936497
7.825100;0.936511
7.826100;0.936525
7.827100;0.936538
7.828100;0.936552
7.829100;0.936565
7.830100;0.936579
7.831100;0.936593
7.832100;0.936607
7.833100;0.936621
7.834100;0.936635
7.835100;0.936649
7.836100;0.936670
7.837100;0.936687
7.838100;0.936699
7.839100;0.936711
7.840100;0.936720
7.841100;0.936732
7.842100;0.936747
7.843100;0.936762
7.844100;0.936775
7.845100;0.936790
7.846100;0.936803
7.847100;0.936816
7.848100;0.936830
7.849100;0.936843
7.850100;0.936857
7.851100;0.936871
7.852100;0.936885
7.853100;0.936899
7.854100;0.936913
7.855100;0.936926
7.856100;0.936940
7.857100;0.936953
7.858100;0.936966
7.859100;0.936980
7.860100;0.936994
7.861100;0.937008
7.862100;0.937022
7.863100;0.937035
7.864100;0.937049
7.865100;0.937063
7.866100;0.937076
7.867100;0.937089
7.868100;0.937103
7.869100;0.937117
7.870100;0.937131
7.871100;0.937144
7.872100;0.937158
7.873100;0.937172
7.874100;0.937193
7.875100;0.937210
7.876100;0.937221
7.877100;0.937233
7.878100;0.937242
7.879100;0.937254
7.880100;0.937269
7.881100;0.937283
7.882100;0.937297
7.883100;0.937311
7.884100;0.937324
7.885100;0.937337
7.886100;0.937351
7.887100;0.937364
7.888100;0.937377
7.889100;0.937391
7.890100;0.937405
7.891100;0.937419
7.892100;0.937433
7.893100;0.937446
7.894100;0.937459
7.895100;0.937472
7.896100;0.937485
7.897100;0.937498
7.898100;0.937512
7.899100;0.937526
7.900100;0.937540
7.901100;0.937553
7.902100;0.937567
7.903100;0.937580
7.904100;0.937593
7.905100;0.937606
7.906100;0.937620
7.907100;0.937633
7.908100;0.937647
7.909100;0.937661
7.910100;0.937674
7.911100;0.937688
7.912100;0.937701
7.913100;0.937721
7.914100;0.937739
7.915100;0.937750
7.916100;0.937762
7.917100;0.937771
7.918100;0.937782
7.919100;0.937797
7.920100;0.937811
7.921100;0.937824
7.922100;0.937838
7.923100;0.937851
7.924100;0.937864
7.925100;0.937878
7.926100;0.937891
7.927100;0.937904
7.928100;0.937917
7.929100;0.937931
7.930100;0.937944
7.931100;0.937958
7.932100;0.937971
7.933100;0.937984
7.934100;0.937997
7.935100;0.938010
7.936100;0.938023
7.937100;0.938037
7.938100;0.938050
7.939100;0.938064
7.940100;0.938077
7.941100;0.938091
7.942100;0.938104
7.943100;0.938117
7.944100;0.938130
7.945100;0.938143
7.946100;0.938157
7.947100;0.938170
7.948100;0.938184
7.949100;0.938197
7.950100;0.938211
7.951100;0.938224
7.952100;0.938237
7.953100;0.938257
7.954100;0.938274
7.955100;0.938285
7.956100;0.938297
7.957100;0.938306
7.958100;0.938317
7.959100;0.938332
7.960100;0.938346
7.961100;0.938359
7.962100;0.938373
7.963100;0.938386
7.964100;0.938399
7.965100;0.938412
7.966100;0.938425
7.967100;0.938438
7.968100;0.938451
7.969100;0.938465
7.970100;0.938478
7.971100;0.938492
7.972100;0.938505
7.973100;0.938518
7.974100;0.938531
7.975100;0.938544
7.976100;0.938557
7.977100;0.938570
7.978100;0.938584
7.979100;0.938597
7.980100;0.938611
7.981100;0.938624
7.982100;0.938637
7.983100;0.938650
7.984100;0.938663
7.985100;0.938676
7.986100;0.938690
7.987100;0.938703
7.988100;0.938717
7.989100;0.938730
7.990100;0.938743
7.991100;0.938757
7.992100;0.938770
7.993100;0.938783
7.994100;0.938802
7.995100;0.938819
7.996100;0.938831
7.997100;0.938843
7.998100;0.938852
7.999100;0.938863
8.000100;0.938878
8.001100;0.938892
8.002100;0.938905
8.003100;0.938919
8.004100;0.938932
8.005100;0.938945
8.006100;0.938959
8.007100;0.938971
8.008100;0.938984
8.009100;0.938998
8.010100;0.939011
8.011100;0.939025
8.012100;0.939039
8.013100;0.939052
8.014100;0.939065
8.015100;0.939078
8.016100;0.939091
8.017100;0.939104
8.018100;0.939117
8.019100;0.939131
8.020100;0.939145
8.021100;0.939158
8.022100;0.939172
8.023100;0.939185
8.024100;0.939198
8.025100;0.939211
8.026100;0.939225
8.027100;0.939238
8.028100;0.939252
8.029100;0.939265
8.030100;0.939279
8.031100;0.939292
8.032100;0.939306
8.033100;0.939319
8.034100;0.939338
8.035100;0.939355
8.036100;0.939366
8.037100;0.939379
8.038100;0.939388
8.039100;0.939400
8.040100;0.939415
8.041100;0.939429
8.042100;0.939442
8.043100;0.939456
8.044100;0.939470
8.045100;0.939483
8.046100;0.939496
8.047100;0.939509
8.048100;0.939522
8.049100;0.939536
8.050100;0.939550
8.051100;0.939564
8.052100;0.939577
8.053100;0.939591
8.054100;0.939604
8.055100;0.939617
8.056100;0.939631
8.057100;0.939644
8.058100;0.939658
8.059100;0.939671
8.060100;0.939685
8.061100;0.939699
8.062100;0.939712
8.063100;0.939726
8.064100;0.939739
8.065100;0.939753
8.066100;0.939766
8.067100;0.939780
8.068100;0.939794
8.069100;0.939807
8.070100;0.939821
8.071100;0.939835
8.072100;0.939848
8.073100;0.939862
8.074100;0.939881
8.075100;0.939897
8.076100;0.939909
8.077100;0.939922
8.078100;0.939932
8.079100;0.939944
8.080100;0.939959
8.081100;0.939973
8.082100;0.939987
8.083100;0.940001
8.084100;0.940015
8.085100;0.940028
8.086100;0.940042
8.087100;0.940055
8.088100;0.940068
8.089100;0.940082
8.090100;0.940096
8.091100;0.940110
8.092100;0.940124
8.093100;0.940138
8.094100;0.940152
8.095100;0.940165
8.096100;0.940178
8.097100;0.940192
8.098100;0.940206
8.099100;0.940220
8.100100;0.940234
8.101100;0.940248
8.102100;0.940262
8.103100;0.940275
8.104100;0.940289
8.105100;0.940302
8.106100;0.940316
8.107100;0.940330
8.108100;0.940344
8.109100;0.940358
8.110100;0.940372
8.111100;0.940386
8.112100;0.940400
8.113100;0.940418
8.114100;0.940434
8.115100;0.940447
8.116100;0.940460
8.117100;0.940470
8.118100;0.940483
8.119100;0.940498
8.120100;0.940512
8.121100;0.940526
8.122100;0.940540
8.123100;0.940554
8.124100;0.940568
8.125100;0.940581
8.126100;0.940595
8.127100;0.940609
8.128100;0.940623
8.129100;0.940637
8.130100;0.940651
8.131100;0.940665
8.132100;0.940679
8.133100;0.940693
8.134100;0.940706
8.135100;0.940720
8.136100;0.940734
8.137100;0.940748
8.138100;0.940762
8.139100;0.940776
8.140100;0.940790
8.141100;0.940804
8.142100;0.940818
8.143100;0.940831
8.144100;0.940845
8.145100;0.940859
8.146100;0.940873
8.147100;0.940887
8.148100;0.940901
8.149100;0.940915
8.150100;0.940929
8.151100;0.940948
8.152100;0.940964
8.153100;0.940976
8.154100;0.940989
8.155100;0.941000
8.156100;0.941013
8.157100;0.941028
8.158100;0.941042
8.159100;0.941056
8.160100;0.941071
8.161100;0.941084
8.162100;0.941098
8.163100;0.941112
8.164100;0.941125
8.165100;0.941139
8.166100;0.941153
8.167100;0.941168
8.168100;0.941182
8.169100;0.941196
8.170100;0.941210
8.171100;0.941223
8.172100;0.941237
8.173100;0.941250
8.174100;0.941264
8.175100;0.941278
8.176100;0.941292
8.177100;0.941307
8.178100;0.941321
8.179100;0.941334
8.180100;0.941348
8.181100;0.941362
8.182100;0.941376
8.183100;0.941389
8.184100;0.941403
8.185100;0.941418
8.186100;0.941432
8.187100;0.941446
8.188100;0.941459
8.189100;0.941477
8.190100;0.941493
8.191100;0.941506
8.192100;0.941518
8.193100;0.941530
8.194100;0.941543
8.195100;0.941557
8.196100;0.941571
8.197100;0.941585
8.198100;0.941599
8.199100;0.941613
8.200100;0.941627
8.201100;0.941640
8.202100;0.941654
8.203100;0.941667
8.204100;0.941681
8.205100;0.941695
8.206100;0.941709
8.207100;0.941723
8.208100;0.941737
8.209100;0.941750
8.210100;0.941764
8.211100;0.941777
8.212100;0.941790
8.213100;0.941804
8.214100;0.941818
8.215100;0.941832
8.216100;0.941846
8.217100;0.941860
8.218100;0.941873
8.219100;0.941886
8.220100;0.941900
8.221100;0.941913
8.222100;0.941927
8.223100;0.941941
8.224100;0.941955
8.225100;0.941968
8.226100;0.941982
8.227100;0.941999
8.228100;0.942014
8.229100;0.942026
8.230100;0.942039
8.231100;0.942050
8.232100;0.942063
8.233100;0.942077
8.234100;0.942090
8.235100;0.942104
8.236100;0.942118
8.237100;0.942131
8.238100;0.942144
8.239100;0.942157
8.240100;0.942170
8.241100;0.942183
8.242100;0.942197
8.243100;0.942211
8.244100;0.942224
8.245100;0.942238
8.246100;0.942251
8.247100;0.942264
8.248100;0.942277
8.249100;0.942290
8.250100;0.942303
8.251100;0.942316
8.252100;0.942329
8.253100;0.942343
8.254100;0.942356
8.255100;0.942369
8.256100;0.942382
8.257100;0.942395
8.258100;0.942408
8.259100;0.942420
8.260100;0.942434
8.261100;0.942447
8.262100;0.942460
8.263100;0.942473
8.264100;0.942486
8.265100;0.942499
8.266100;0.942514
8.267100;0.942528
8.268100;0.942541
8.269100;0.942553
8.270100;0.942564
8.271100;0.942576
8.272100;0.942589
8.273100;0.942602
8.274100;0.942615
8.275100;0.942628
8.276100;0.942641
8.277100;0.942653
8.278100;0.942665
8.279100;0.942677
8.280100;0.942690
8.281100;0.942703
8.282100;0.942715
8.283100;0.942728
8.284100;0.942741
8.285100;0.942753
8.286100;0.942765
8.287100;0.942778
8.288100;0.942790
8.289100;0.942802
8.290100;0.942814
8.291100;0.942827
8.292100;0.942839
8.293100;0.942852
8.294100;0.942864
8.295100;0.942876
8.296100;0.942888
8.297100;0.942900
8.298100;0.942912
8.299100;0.942924
8.300100;0.942936
8.301100;0.942948
8.302100;0.942961
8.303100;0.942973
8.304100;0.942984
8.305100;0.942996
8.306100;0.943010
8.307100;0.943023
8.308100;0.943035
8.309100;0.943046
8.310100;0.943056
8.311100;0.943067
8.312100;0.943079
8.313100;0.943091
8.314100;0.943103
8.315100;0.943115
8.316100;0.943127
8.317100;0.943138
8.318100;0.943149
8.319100;0.943160
8.320100;0.943172
8.321100;0.943183
8.322100;0.943195
8.323100;0.943206
8.324100;0.943218
8.325100;0.943230
8.326100;0.943241
8.327100;0.943252
8.328100;0.943262
8.329100;0.943273
8.330100;0.943285
8.331100;0.943296
8.332100;0.943307
8.333100;0.943319
8.334100;0.943330
8.335100;0.943341
8.336100;0.943351
8.337100;0.943362
8.338100;0.943373
8.339100;0.943384
8.340100;0.943394
8.341100;0.943405
8.342100;0.943416
8.343100;0.943427
8.344100;0.943437
8.345100;0.943447
8.346100;0.943458
8.347100;0.943468
8.348100;0.943478
8.349100;0.943490
8.350100;0.943501
8.351100;0.943512
8.352100;0.943521
8.353100;0.943530
8.354100;0.943539
8.355100;0.943549
8.356100;0.943559
8.357100;0.943570
8.358100;0.943580
8.359100;0.943590
8.360100;0.943599
8.361100;0.943609
8.362100;0.943618
8.363100;0.943628
8.364100;0.943637
8.365100;0.943647
8.366100;0.943657
8.367100;0.943667
8.368100;0.943676
8.369100;0.943685
8.370100;0.943695
8.371100;0.943704
8.372100;0.943713
8.373100;0.943722
8.374100;0.943732
8.375100;0.943741
8.376100;0.943750
8.377100;0.943760
8.378100;0.943769
8.379100;0.943777
8.380100;0.943786
8.381100;0.943795
8.382100;0.943804
8.383100;0.943813
8.384100;0.943822
8.385100;0.943831
8.386100;0.943840
8.387100;0.943849
8.388100;0.943857
8.389100;0.943866
8.390100;0.943875
8.391100;0.943883
8.392100;0.943892
8.393100;0.943901
8.394100;0.943909
8.395100;0.943918
8.396100;0.943926
8.397100;0.943934
8.398100;0.943943
8.399100;0.943951
8.400100;0.943960
8.401100;0.943968
8.402100;0.943978
8.403100;0.943985
8.404100;0.943993
8.405100;0.944001
8.406100;0.944008
8.407100;0.944016
8.408100;0.944025
8.409100;0.944033
8.410100;0.944041
8.411100;0.944049
8.412100;0.944056
8.413100;0.944064
8.414100;0.944072
8.415100;0.944080
8.416100;0.944087
8.417100;0.944095
8.418100;0.944103
8.419100;0.944110
8.420100;0.944118
8.421100;0.944125
8.422100;0.944133
8.423100;0.944140
8.424100;0.944147
8.425100;0.944155
8.426100;0.944162
8.427100;0.944170
8.428100;0.944177
8.429100;0.944184
8.430100;0.944191
8.431100;0.944198
8.432100;0.944205
8.433100;0.944212
8.434100;0.944219
8.435100;0.944226
8.436100;0.944233
8.437100;0.944240
8.438100;0.944247
8.439100;0.944254
8.440100;0.944261
8.441100;0.944267
8.442100;0.944274
8.443100;0.944281
8.444100;0.944287
8.445100;0.944294
8.446100;0.944301
8.447100;0.944307
8.448100;0.944314
8.449100;0.944320
8.450100;0.944326
8.451100;0.944333
8.452100;0.944339
8.453100;0.944345
8.454100;0.944352
8.455100;0.944358
8.456100;0.944364
8.457100;0.944370
8.458100;0.944376
8.459100;0.944382
8.460100;0.944388
8.461100;0.944394
8.462100;0.944400
8.463100;0.944406
8.464100;0.944412
8.465100;0.944418
8.466100;0.944422
8.467100;0.944429
8.468100;0.944434
8.469100;0.944440
8.470100;0.944446
8.471100;0.944451
8.472100;0.944456
8.473100;0.944463
8.474100;0.944468
8.475100;0.944474
8.476100;0.944479
8.477100;0.944484
8.478100;0.944489
8.479100;0.944495
8.480100;0.944500
8.481100;0.944505
8.482100;0.944510
8.483100;0.944515
8.484100;0.944521
8.485100;0.944526
8.486100;0.944531
8.487100;0.944535
8.488100;0.944540
8.489100;0.944545
8.490100;0.944550
8.491100;0.944555
8.492100;0.944560
8.493100;0.944565
8.494100;0.944569
8.495100;0.944574
8.496100;0.944579
8.497100;0.944583
8.498100;0.944588
8.499100;0.944592
8.500100;0.944597
8.501100;0.944601
8.502100;0.944606
8.503100;0.944610
8.504100;0.944614
8.505100;0.944619
8.506100;0.944623
8.507100;0.944627
8.508100;0.944631
8.509100;0.944636
8.510100;0.944640
8.511100;0.944644
8.512100;0.944648
8.513100;0.944652
8.514100;0.944656
8.515100;0.944660
8.516100;0.944664
8.517100;0.944668
8.518100;0.944672
8.519100;0.944676
8.520100;0.944679
8.521100;0.944683
8.522100;0.944687
8.523100;0.944691
8.524100;0.944694
8.525100;0.944698
8.526100;0.944701
8.527100;0.944705
8.528100;0.944708
8.529100;0.944712
8.530100;0.944715
8.531100;0.944719
8.532100;0.944722
8.533100;0.944726
8.534100;0.944729
8.535100;0.944732
8.536100;0.944736
8.537100;0.944739
8.538100;0.944742
8.539100;0.944745
8.540100;0.944748
8.541100;0.944751
8.542100;0.944754
8.543100;0.944757
8.544100;0.944760
8.545100;0.944764
8.546100;0.944766
8.547100;0.944769
8.548100;0.944772
8.549100;0.944775
8.550100;0.944778
8.551100;0.944781
8.552100;0.944784
8.553100;0.944786
8.554100;0.944789
8.555100;0.944792
8.556100;0.944794
8.557100;0.944797
8.558100;0.944800
8.559100;0.944802
8.560100;0.944802
8.561100;0.944806
8.562100;0.944808
8.563100;0.944812
8.564100;0.944815
8.565100;0.944816
8.566100;0.944818
8.567100;0.944821
8.568100;0.944823
8.569100;0.944826
8.570100;0.944828
8.571100;0.944830
8.572100;0.944833
8.573100;0.944835
8.574100;0.944837
8.575100;0.944839
8.576100;0.944841
8.577100;0.944843
8.578100;0.944845
8.579100;0.944847
8.580100;0.944849
8.581100;0.944851
8.582100;0.944853
8.583100;0.944855
8.584100;0.944857
8.585100;0.944859
8.586100;0.944861
8.587100;0.944863
8.588100;0.944865
8.589100;0.944866
8.590100;0.944868
8.591100;0.944870
8.592100;0.944871
8.593100;0.944873
8.594100;0.944875
8.595100;0.944876
8.596100;0.944878
8.597100;0.944880
8.598100;0.944881
8.599100;0.944883
8.600100;0.944884
8.601100;0.944886
8.602100;0.944887
8.603100;0.944889
8.604100;0.944890
8.605100;0.944891
8.606100;0.944893
8.607100;0.944894
8.608100;0.944895
8.609100;0.944897
8.610100;0.944898
8.611100;0.944899
8.612100;0.944900
8.613100;0.944902
8.614100;0.944903
8.615100;0.944904
8.616100;0.944905
8.617100;0.944906
8.618100;0.944907
8.619100;0.944908
8.620100;0.944909
8.621100;0.944910
8.622100;0.944912
8.623100;0.944912
8.624100;0.944913
8.625100;0.944914
8.626100;0.944915
8.627100;0.944916
8.628100;0.944917
8.629100;0.944918
8.630100;0.944919
8.631100;0.944920
8.632100;0.944921
8.633100;0.944921
8.634100;0.944922
8.635100;0.944923
8.636100;0.944924
8.637100;0.944924
8.638100;0.944925
8.639100;0.944926
8.640100;0.944926
8.641100;0.944927
8.642100;0.944928
8.643100;0.944928
8.644100;0.944929
8.645100;0.944929
8.646100;0.944930
8.647100;0.944931
8.648100;0.944931
8.649100;0.944932
8.650100;0.944932
8.651100;0.944933
8.652100;0.944933
8.653100;0.944934
8.654100;0.944934
8.655100;0.944934
8.656100;0.944935
8.657100;0.944935
8.658100;0.944936
8.659100;0.944936
8.660100;0.944936
8.661100;0.944937
8.662100;0.944937
8.663100;0.944937
8.664100;0.944938
8.665100;0.944938
8.666100;0.944938
8.667100;0.944938
8.668100;0.944939
8.669100;0.944939
8.670100;0.944939
8.671100;0.944939
8.672100;0.944939
8.673100;0.944940
8.674100;0.944940
8.675100;0.944940
8.676100;0.944940
8.677100;0.944940
8.678100;0.944940
8.679100;0.944941
8.680100;0.944941
8.681100;0.944941
8.682100;0.944941
8.683100;0.944941
8.684100;0.944941
8.685100;0.944941
8.686100;0.944941
8.687100;0.944941
8.688100;0.944941
8.689100;0.944941
8.690100;0.944941
8.691100;0.944941
8.692100;0.944941
8.693100;0.944941
8.694100;0.944941
8.695100;0.944941
8.696100;0.944941
8.697100;0.944941
8.698100;0.944941
8.699100;0.944941
8.700100;0.944941
8.701100;0.944941
8.702100;0.944941
8.703100;0.944941
8.704100;0.944941
8.705100;0.944941
8.706100;0.944941
8.707100;0.944941
8.708100;0.944941
8.709100;0.944941
8.710100;0.944941
8.711100;0.944941
8.712100;0.944940
8.713100;0.944940
8.714100;0.944940
8.715100;0.944940
8.716100;0.944940
8.717100;0.944940
8.718100;0.944940
8.719100;0.944940
8.720100;0.944940
8.721100;0.944940
8.722100;0.944939
8.723100;0.944939
8.724100;0.944939
8.725100;0.944939
8.726100;0.944939
8.727100;0.944939
8.728100;0.944939
8.729100;0.944939
8.730100;0.944939
8.731100;0.944939
8.732100;0.944938
8.733100;0.944938
8.734100;0.944938
8.735100;0.944938
8.736100;0.944938
8.737100;0.944938
8.738100;0.944938
8.739100;0.944938
8.740100;0.944938
8.741100;0.944938
8.742100;0.944938
8.743100;0.944938
8.744100;0.944938
8.745100;0.944937
8.746100;0.944937
8.747100;0.944937
8.748100;0.944937
8.749100;0.944937
8.750100;0.944937
8.751100;0.944937
8.752100;0.944937
8.753100;0.944937
8.754100;0.944937
8.755100;0.944937
8.756100;0.944937
8.757100;0.944937
8.758100;0.944937
8.759100;0.944934
8.760100;0.944936
8.761100;0.944936
8.762100;0.944937
8.763100;0.944939
8.764100;0.944937
8.765100;0.944937
8.766100;0.944937
8.767100;0.944937
8.768100;0.944937
8.769100;0.944937
8.770100;0.944937
8.771100;0.944937
8.772100;0.944938
8.773100;0.944938
8.774100;0.944938
8.775100;0.944938
8.776100;0.944938
8.777100;0.944938
8.778100;0.944938
8.779100;0.944938
8.780100;0.944939
8.781100;0.944939
8.782100;0.944939
8.783100;0.944939
8.784100;0.944939
8.785100;0.944939
8.786100;0.944939
8.787100;0.944940
8.788100;0.944940
8.789100;0.944940
8.790100;0.944940
8.791100;0.944941
8.792100;0.944941
8.793100;0.944941
8.794100;0.944941
8.795100;0.944942
8.796100;0.944942
8.797100;0.944942
8.798100;0.944943
8.799100;0.944943
8.800100;0.944943
8.801100;0.944944
8.802100;0.944944
8.803100;0.944944
8.804100;0.944945
8.805100;0.944945
8.806100;0.944945
8.807100;0.944946
8.808100;0.944946
8.809100;0.944947
8.810100;0.944947
8.811100;0.944948
8.812100;0.944948
8.813100;0.944948
8.814100;0.944949
8.815100;0.944949
8.816100;0.944950
8.817100;0.944951
8.818100;0.944951
8.819100;0.944952
8.820100;0.944952
8.821100;0.944953
8.822100;0.944953
8.823100;0.944954
8.824100;0.944954
8.825100;0.944955
8.826100;0.944956
8.827100;0.944956
8.828100;0.944957
8.829100;0.944958
8.830100;0.944958
8.831100;0.944959
8.832100;0.944960
8.833100;0.944960
8.834100;0.944961
8.835100;0.944962
8.836100;0.944963
8.837100;0.944964
8.838100;0.944964
8.839100;0.944965
8.840100;0.944966
8.841100;0.944967
8.842100;0.944968
8.843100;0.944968
8.844100;0.944969
8.845100;0.944970
8.846100;0.944971
8.847100;0.944972
8.848100;0.944973
8.849100;0.944974
8.850100;0.944975
8.851100;0.944976
8.852100;0.944977
8.853100;0.944978
8.854100;0.944979
8.855100;0.944980
8.856100;0.944981
8.857100;0.944982
8.858100;0.944983
8.859100;0.944984
8.860100;0.944985
8.861100;0.944986
8.862100;0.944987
8.863100;0.944988
8.864100;0.944989
8.865100;0.944991
8.866100;0.944992
8.867100;0.944993
8.868100;0.944994
8.869100;0.944995
8.870100;0.944997
8.871100;0.944998
8.872100;0.944999
8.873100;0.945000
8.874100;0.945002
8.875100;0.945003
8.876100;0.945004
8.877100;0.945006
8.878100;0.945007
8.879100;0.945008
8.880100;0.945010
8.881100;0.945011
8.882100;0.945012
8.883100;0.945014
8.884100;0.945015
8.885100;0.945017
8.886100;0.945018
8.887100;0.945019
8.888100;0.945021
8.889100;0.945022
8.890100;0.945024
8.891100;0.945025
8.892100;0.945027
8.893100;0.945029
8.894100;0.945030
8.895100;0.945032
8.896100;0.945033
8.897100;0.945035
8.898100;0.945037
8.899100;0.945038
8.900100;0.945040
8.901100;0.945042
8.902100;0.945043
8.903100;0.945045
8.904100;0.945047
8.905100;0.945048
8.906100;0.945050
8.907100;0.945052
8.908100;0.945054
8.909100;0.945055
8.910100;0.945057
8.911100;0.945059
8.912100;0.945061
8.913100;0.945063
8.914100;0.945064
8.915100;0.945066
8.916100;0.945068
8.917100;0.945070
8.918100;0.945072
8.919100;0.945074
8.920100;0.945076
8.921100;0.945078
8.922100;0.945080
8.923100;0.945082
8.924100;0.945084
8.925100;0.945086
8.926100;0.945088
8.927100;0.945090
8.928100;0.945092
8.929100;0.945094
8.930100;0.945096
8.931100;0.945098
8.932100;0.945100
8.933100;0.945102
8.934100;0.945104
8.935100;0.945106
8.936100;0.945108
8.937100;0.945111
8.938100;0.945113
8.939100;0.945115
8.940100;0.945117
8.941100;0.945119
8.942100;0.945122
8.943100;0.945124
8.944100;0.945126
8.945100;0.945128
8.946100;0.945131
8.947100;0.945133
8.948100;0.945135
8.949100;0.945138
8.950100;0.945140
8.951100;0.945142
8.952100;0.945145
8.953100;0.945147
8.954100;0.945149
8.955100;0.945152
8.956100;0.945154
8.957100;0.945157
8.958100;0.945159
8.959100;0.945162
8.960100;0.945164
8.961100;0.945168
8.962100;0.945170
8.963100;0.945173
8.964100;0.945175
8.965100;0.945178
8.966100;0.945180
8.967100;0.945182
8.968100;0.945184
8.969100;0.945187
8.970100;0.945190
8.971100;0.945192
8.972100;0.945195
8.973100;0.945197
8.974100;0.945200
8.975100;0.945203
8.976100;0.945205
8.977100;0.945208
8.978100;0.945211
8.979100;0.945213
8.980100;0.945216
8.981100;0.945219
8.982100;0.945221
8.983100;0.945224
8.984100;0.945227
8.985100;0.945229
8.986100;0.945232
8.987100;0.945235
8.988100;0.945238
8.989100;0.945240
8.990100;0.945243
8.991100;0.945246
8.992100;0.945249
8.993100;0.945252
8.994100;0.945255
8.995100;0.945257
8.996100;0.945260
8.997100;0.945263
8.998100;0.945266
8.999100;0.945269
9.000100;0.945272
9.001100;0.945275
9.002100;0.945278
9.003100;0.945281
9.004100;0.945283
9.005100;0.945286
9.006100;0.945289
9.007100;0.945292
9.008100;0.945295
9.009100;0.945298
9.010100;0.945301
9.011100;0.945304
9.012100;0.945307
9.013100;0.945310
9.014100;0.945313
9.015100;0.945316
9.016100;0.945319
9.017100;0.945322
9.018100;0.945325
9.019100;0.945329
9.020100;0.945332
9.021100;0.945335
9.022100;0.945338
9.023100;0.945341
9.024100;0.945344
9.025100;0.945347
9.026100;0.945350
9.027100;0.945353
9.028100;0.945357
9.029100;0.945360
9.030100;0.945363
9.031100;0.945366
9.032100;0.945369
9.033100;0.945372
9.034100;0.945376
9.035100;0.945379
9.036100;0.945382
9.037100;0.945385
9.038100;0.945388
9.039100;0.945392
9.040100;0.945395
9.041100;0.945398
9.042100;0.945401
9.043100;0.945405
9.044100;0.945408
9.045100;0.945411
9.046100;0.945414
9.047100;0.945418
9.048100;0.945421
9.049100;0.945424
9.050100;0.945427
9.051100;0.945431
9.052100;0.945434
9.053100;0.945437
9.054100;0.945441
9.055100;0.945444
9.056100;0.945447
9.057100;0.945451
9.058100;0.945454
9.059100;0.945457
9.060100;0.945460
9.061100;0.945464
9.062100;0.945467
9.063100;0.945471
9.064100;0.945474
9.065100;0.945477
9.066100;0.945481
9.067100;0.945484
9.068100;0.945487
9.069100;0.945491
9.070100;0.945494
9.071100;0.945497
9.072100;0.945501
9.073100;0.945504
9.074100;0.945508
9.075100;0.945511
9.076100;0.945514
9.077100;0.945518
9.078100;0.945521
9.079100;0.945525
9.080100;0.945528
9.081100;0.945531
9.082100;0.945535
9.083100;0.945538
9.084100;0.945542
9.085100;0.945545
9.086100;0.945548
9.087100;0.945554
9.088100;0.945558
9.089100;0.945562
9.090100;0.945564
9.091100;0.945567
9.092100;0.945570
9.093100;0.945573
9.094100;0.945577
9.095100;0.945580
9.096100;0.945583
9.097100;0.945587
9.098100;0.945590
9.099100;0.945594
9.100100;0.945597
9.101100;0.945600
9.102100;0.945604
9.103100;0.945607
9.104100;0.945611
9.105100;0.945614
9.106100;0.945618
9.107100;0.945621
9.108100;0.945624
9.109100;0.945628
9.110100;0.945631
9.111100;0.945634
9.112100;0.945638
9.113100;0.945641
9.114100;0.945645
9.115100;0.945648
9.116100;0.945651
9.117100;0.945655
9.118100;0.945658
9.119100;0.945662
9.120100;0.945665
9.121100;0.945668
9.122100;0.945672
9.123100;0.945675
9.124100;0.945679
9.125100;0.945682
9.126100;0.945685
9.127100;0.945689
9.128100;0.945692
9.129100;0.945695
9.130100;0.945699
9.131100;0.945702
9.132100;0.945706
9.133100;0.945709
9.134100;0.945712
9.135100;0.945716
9.136100;0.945719
9.137100;0.945722
9.138100;0.945726
9.139100;0.945729
9.140100;0.945732
9.141100;0.945736
9.142100;0.945739
9.143100;0.945742
9.144100;0.945746
9.145100;0.945749
9.146100;0.945752
9.147100;0.945756
9.148100;0.945759
9.149100;0.945762
9.150100;0.945766
9.151100;0.945769
9.152100;0.945772
9.153100;0.945776
9.154100;0.945779
9.155100;0.945782
9.156100;0.945785
9.157100;0.945789
9.158100;0.945792
9.159100;0.945795
9.160100;0.945798
9.161100;0.945802
9.162100;0.945805
9.163100;0.945808
9.164100;0.945811
9.165100;0.945814
9.166100;0.945818
