b:tnow in s;m:u in p.u.
1.390000;1.022653
1.391000;1.022658
1.392000;1.022664
1.393000;1.022669
1.394000;1.022674
1.395000;1.022680
1.396000;1.022685
1.397000;1.022690
1.398000;1.022696
1.399000;1.022701
1.400000;1.022706
1.401000;1.022711
1.402000;1.022716
1.403000;1.022721
1.404000;1.022726
1.405000;1.022731
1.406000;1.022735
1.407000;1.022740
1.408000;1.022745
1.409000;1.022750
1.410000;1.022754
1.411000;1.022759
1.412000;1.022763
1.413000;1.022768
1.414000;1.022772
1.415000;1.022777
1.416000;1.022781
1.417000;1.022786
1.418000;1.022790
1.419000;1.022794
1.420000;1.022798
1.421000;1.022803
1.422000;1.022807
1.423000;1.022811
1.424000;1.022815
1.425000;1.022819
1.426000;1.022823
1.427000;1.022827
1.428000;1.022831
1.429000;1.022834
1.430000;1.022838
1.431000;1.022842
1.432000;1.022846
1.433000;1.022849
1.434000;1.022853
1.435000;1.022856
1.436000;1.022860
1.437000;1.022863
1.438000;1.022867
1.439000;1.022870
1.440000;1.022874
1.441000;1.022877
1.442000;1.022880
1.443000;1.022883
1.444000;1.022887
1.445000;1.022890
1.446000;1.022893
1.447000;1.022896
1.448000;1.022899
1.449000;1.022902
1.450000;1.022905
1.451000;1.022908
1.452000;1.022911
1.453000;1.022913
1.454000;1.022916
1.455000;1.022919
1.456000;1.022922
1.457000;1.022924
1.458000;1.022927
1.459000;1.022929
1.460000;1.022932
1.461000;1.022934
1.462000;1.022937
1.463000;1.022939
1.464000;1.022942
1.465000;1.022944
1.466000;1.022946
1.467000;1.022949
1.468000;1.022951
1.469000;1.022953
1.470000;1.022955
1.471000;1.022957
1.472000;1.022959
1.473000;1.022961
1.474000;1.022963
1.475000;1.022965
1.476000;1.022967
1.477000;1.022969
1.478000;1.022971
1.479000;1.022973
1.480000;1.022974
1.481000;1.022976
1.482000;1.022978
1.483000;1.022979
1.484000;1.022981
1.485000;1.022983
1.486000;1.022984
1.487000;1.022986
1.488000;1.022987
1.489000;1.022989
1.490000;1.022990
1.491000;1.022991
1.492000;1.022993
1.493000;1.022994
1.494000;1.022995
1.495000;1.022997
1.496000;1.022998
1.497000;1.022999
1.498000;1.023000
1.499000;1.023001
1.500000;1.023002
1.501000;1.023003
1.502000;1.023004
1.503000;1.023005
1.504000;1.023006
1.505000;1.023007
1.506000;1.023008
1.507000;1.023009
1.508000;1.023010
1.509000;1.023010
1.510000;1.023011
1.511000;1.023012
1.512000;1.023012
1.513000;1.023013
1.514000;1.023014
1.515000;1.023014
1.516000;1.023015
1.517000;1.023015
1.518000;1.023016
1.519000;1.023016
1.520000;1.023017
1.521000;1.023017
1.522000;1.023018
1.523000;1.023018
1.524000;1.023018
1.525000;1.023018
1.526000;1.023019
1.527000;1.023019
1.528000;1.023019
1.529000;1.023019
1.530000;1.023019
1.531000;1.023020
1.532000;1.023020
1.533000;1.023020
1.534000;1.023020
1.535000;1.023020
1.536000;1.023020
1.537000;1.023020
1.538000;1.023020
1.539000;1.023020
1.540000;1.023019
1.541000;1.023019
1.542000;1.023019
1.543000;1.023019
1.544000;1.023019
1.545000;1.023018
1.546000;1.023018
1.547000;1.023018
1.548000;1.023018
1.549000;1.023017
1.550000;1.023017
1.551000;1.023017
1.552000;1.023016
1.553000;1.023016
1.554000;1.023015
1.555000;1.023015
1.556000;1.023014
1.557000;1.023014
1.558000;1.023013
1.559000;1.023013
1.560000;1.023012
1.561000;1.023011
1.562000;1.023011
1.563000;1.023010
1.564000;1.023009
1.565000;1.023009
1.566000;1.023008
1.567000;1.023007
1.568000;1.023006
1.569000;1.023006
1.570000;1.023005
1.571000;1.023004
1.572000;1.023003
1.573000;1.023002
1.574000;1.023001
1.575000;1.023000
1.576000;1.023000
1.577000;1.022999
1.578000;1.022998
1.579000;1.022997
1.580000;1.022996
1.581000;1.022995
1.582000;1.022994
1.583000;1.022993
1.584000;1.022992
1.585000;1.022990
1.586000;1.022989
1.587000;1.022988
1.588000;1.022987
1.589000;1.022986
1.590000;1.022985
1.591000;1.022984
1.592000;1.022982
1.593000;1.022981
1.594000;1.022980
1.595000;1.022979
1.596000;1.022977
1.597000;1.022976
1.598000;1.022975
1.599000;1.022974
1.600000;1.022972
1.601000;1.022971
1.602000;1.022970
1.603000;1.022968
1.604000;1.022967
1.605000;1.022965
1.606000;1.022964
1.607000;1.022963
1.608000;1.022961
1.609000;1.022960
1.610000;1.022958
1.611000;1.022957
1.612000;1.022955
1.613000;1.022954
1.614000;1.022952
1.615000;1.022951
1.616000;1.022949
1.617000;1.022948
1.618000;1.022946
1.619000;1.022945
1.620000;1.022943
1.621000;1.022942
1.622000;1.022940
1.623000;1.022938
1.624000;1.022937
1.624500;1.022936
1.625000;1.022935
1.625667;1.022933
1.626667;1.022931
1.627667;1.022930
1.628667;1.022928
1.629667;1.022926
1.630667;1.022925
1.631667;1.022924
1.632667;1.022922
1.633667;1.022921
1.634667;1.022919
1.635667;1.022917
1.636667;1.022915
1.637667;1.022914
1.638667;1.022912
1.639667;1.022910
1.640667;1.022909
1.641667;1.022907
1.642667;1.022905
1.643667;1.022904
1.644667;1.022902
1.645667;1.022900
1.646667;1.022898
1.647667;1.022896
1.648667;1.022894
1.649667;1.022893
1.650667;1.022891
1.651667;1.022889
1.652667;1.022888
1.653667;1.022886
1.654667;1.022884
1.655667;1.022882
1.656667;1.022880
1.657667;1.022878
1.658667;1.022877
1.659667;1.022875
1.660667;1.022873
1.661667;1.022871
1.662667;1.022869
1.663667;1.022868
1.664667;1.022866
1.665667;1.022864
1.666667;1.022862
1.667667;1.022860
1.668667;1.022859
1.669667;1.022857
1.670667;1.022855
1.671667;1.022853
1.672667;1.022851
1.673667;1.022849
1.674667;1.022847
1.675667;1.022846
1.676667;1.022844
1.677667;1.022842
1.678667;1.022840
1.679667;1.022838
1.680667;1.022837
1.681667;1.022835
1.682667;1.022833
1.683667;1.022831
1.684667;1.022829
1.685667;1.022827
1.686667;1.022826
1.687667;1.022824
1.688667;1.022822
1.689667;1.022820
1.690667;1.022819
1.691667;1.022817
1.692667;1.022815
1.693667;1.022813
1.694667;1.022811
1.695667;1.022810
1.696667;1.022808
1.697667;1.022806
1.698667;1.022804
1.699667;1.022803
1.700667;1.022801
1.701667;1.022799
1.702667;1.022797
1.703667;1.022796
1.704667;1.022794
1.705667;1.022792
1.706667;1.022790
1.707667;1.022789
1.708667;1.022787
1.709667;1.022785
1.710667;1.022784
1.711667;1.022782
1.712667;1.022780
1.713667;1.022779
1.714667;1.022777
1.715667;1.022775
1.716667;1.022774
1.717667;1.022772
1.718667;1.022770
1.719667;1.022769
1.720667;1.022767
1.721667;1.022766
1.722667;1.022764
1.723667;1.022762
1.724667;1.022761
1.725667;1.022759
1.726667;1.022758
1.727667;1.022756
1.728667;1.022755
1.729667;1.022753
1.730667;1.022752
1.731667;1.022750
1.732667;1.022749
1.733667;1.022747
1.734667;1.022746
1.735667;1.022744
1.736667;1.022743
1.737667;1.022741
1.738667;1.022740
1.739667;1.022738
1.740667;1.022737
1.741667;1.022736
1.742667;1.022734
1.743667;1.022733
1.744667;1.022731
1.745667;1.022730
1.746667;1.022729
1.747667;1.022727
1.748667;1.022726
1.749667;1.022725
1.750667;1.022724
1.751667;1.022722
1.752667;1.022721
1.753667;1.022720
1.754667;1.022718
1.755667;1.022717
1.756667;1.022716
1.757667;1.022715
1.758667;1.022714
1.759667;1.022712
1.760667;1.022711
1.761667;1.022710
1.762667;1.022709
1.763667;1.022708
1.764667;1.022707
1.765667;1.022706
1.766667;1.022705
1.767667;1.022704
1.768667;1.022703
1.769667;1.022702
1.770667;1.022701
1.771667;1.022700
1.772667;1.022699
1.773667;1.022698
1.774667;1.022697
1.775667;1.022696
1.776667;1.022695
1.777667;1.022694
1.778667;1.022693
1.779667;1.022692
1.780667;1.022691
1.781667;1.022690
1.782667;1.022690
1.783667;1.022689
1.784667;1.022688
1.785667;1.022687
1.786667;1.022686
1.787667;1.022686
1.788667;1.022685
1.789667;1.022684
1.790667;1.022683
1.791667;1.022683
1.792667;1.022682
1.793667;1.022681
1.794667;1.022681
1.795667;1.022680
1.796667;1.022680
1.797667;1.022679
1.798667;1.022678
1.799667;1.022678
1.800667;1.022677
1.801667;1.022677
1.802667;1.022676
1.803667;1.022676
1.804667;1.022675
1.805667;1.022675
1.806667;1.022675
1.807667;1.022674
1.808667;1.022674
1.809667;1.022673
1.810667;1.022673
1.811667;1.022673
1.812667;1.022672
1.813667;1.022672
1.814667;1.022672
1.815667;1.022671
1.816667;1.022671
1.817667;1.022671
1.818667;1.022671
1.819667;1.022671
1.820667;1.022670
1.821667;1.022670
1.822667;1.022670
1.823667;1.022670
1.824667;1.022670
1.825667;1.022670
1.826667;1.022670
1.827667;1.022670
1.828667;1.022670
1.829667;1.022670
1.830667;1.022670
1.831667;1.022670
1.832667;1.022670
1.833667;1.022670
1.834667;1.022670
1.835667;1.022670
1.836667;1.022670
1.837667;1.022670
1.838667;1.022670
1.839667;1.022670
1.840667;1.022671
1.841667;1.022671
1.842667;1.022671
1.843667;1.022671
1.844667;1.022672
1.845667;1.022672
1.846667;1.022672
1.847667;1.022672
1.848667;1.022673
1.849667;1.022673
1.850667;1.022674
1.851667;1.022674
1.852667;1.022674
1.853667;1.022675
1.854667;1.022675
1.855667;1.022676
1.856667;1.022676
1.857667;1.022677
1.858667;1.022677
1.859667;1.022678
1.860667;1.022678
1.861667;1.022679
1.862667;1.022679
1.863667;1.022680
1.864667;1.022681
1.865667;1.022681
1.866667;1.022682
1.867667;1.022683
1.868667;1.022683
1.869667;1.022684
1.870667;1.022685
1.871667;1.022686
1.872667;1.022687
1.873667;1.022687
1.874667;1.022688
1.875667;1.022689
1.876667;1.022690
1.877667;1.022691
1.878667;1.022692
1.879667;1.022693
1.880667;1.022693
1.881667;1.022694
1.882667;1.022695
1.883667;1.022696
1.884667;1.022697
1.885667;1.022698
1.886667;1.022700
1.887667;1.022701
1.888667;1.022702
1.889667;1.022703
1.890667;1.022704
1.891667;1.022705
1.892667;1.022706
1.893667;1.022707
1.894667;1.022709
1.895667;1.022710
1.896667;1.022711
1.897667;1.022712
1.898667;1.022714
1.899667;1.022715
1.900667;1.022716
1.901667;1.022718
1.902667;1.022719
1.903667;1.022720
1.904667;1.022722
1.905667;1.022723
1.906667;1.022725
1.907667;1.022726
1.908167;1.022727
1.908667;1.022727
1.909000;1.022728
1.909500;1.022728
1.910167;1.022729
1.911167;1.022731
1.912167;1.022732
1.913167;1.022734
1.914167;1.022735
1.915167;1.022737
1.916167;1.022739
1.917167;1.022741
1.918167;1.022742
1.919167;1.022744
1.920167;1.022746
1.921167;1.022747
1.922167;1.022749
1.923167;1.022751
1.924167;1.022752
1.925167;1.022754
1.926167;1.022756
1.927167;1.022758
1.928167;1.022760
1.929167;1.022761
1.930167;1.022763
1.931167;1.022765
1.932167;1.022767
1.933167;1.022769
1.934167;1.022771
1.935167;1.022773
1.936167;1.022775
1.937167;1.022777
1.938167;1.022779
1.939167;1.022781
1.940167;1.022783
1.941167;1.022785
1.942167;1.022787
1.943167;1.022789
1.944167;1.022791
1.945167;1.022793
1.946167;1.022795
1.947167;1.022797
1.948167;1.022799
1.949167;1.022802
1.950167;1.022804
1.951167;1.022806
1.952167;1.022808
1.953167;1.022811
1.954167;1.022813
1.955167;1.022815
1.956167;1.022817
1.957167;1.022820
1.958167;1.022822
1.959167;1.022824
1.960167;1.022827
1.961167;1.022829
1.962167;1.022831
1.963167;1.022834
1.964167;1.022836
1.965167;1.022839
1.966167;1.022841
1.967167;1.022844
1.968167;1.022846
1.969167;1.022848
1.970167;1.022851
1.971167;1.022854
1.972167;1.022856
1.973167;1.022859
1.974167;1.022861
1.975167;1.022864
1.976167;1.022866
1.977167;1.022869
1.978167;1.022871
1.979167;1.022874
1.980167;1.022877
1.981167;1.022879
1.982167;1.022882
1.983167;1.022885
1.984167;1.022887
1.985167;1.022890
1.986167;1.022893
1.987167;1.022896
1.988167;1.022898
1.989167;1.022901
1.990167;1.022904
1.991167;1.022907
1.992167;1.022909
1.993167;1.022912
1.994167;1.022915
1.995167;1.022918
1.996167;1.022921
1.997167;1.022924
1.998167;1.022926
1.999167;1.022929
2.000000;1.022932
2.000250;0.561794
2.000727;0.128684
2.000729;0.128641
2.001229;0.117325
2.001729;0.124486
2.002396;0.125532
2.003396;0.126281
2.004396;0.127450
2.005396;0.127940
2.006396;0.128343
2.007396;0.128757
2.008396;0.129162
2.009396;0.129596
2.010396;0.130122
2.011396;0.130551
2.012396;0.130907
2.013396;0.131207
2.014396;0.131611
2.015396;0.131930
2.016396;0.132277
2.017396;0.132620
2.018396;0.132952
2.019396;0.133271
2.020396;0.133576
2.021396;0.133835
2.022396;0.134140
2.023396;0.134380
2.024396;0.134630
2.025396;0.134883
2.026396;0.135128
2.027396;0.135363
2.028396;0.135278
2.029396;0.135443
2.030396;0.135629
2.031396;0.136122
2.032396;0.136008
2.032422;0.136011
2.032922;0.136344
2.033589;0.136289
2.034589;0.136302
2.035589;0.136382
2.036589;0.136440
2.037589;0.136471
2.038589;0.136486
2.039089;0.136488
2.039589;0.136545
2.040256;0.136530
2.041256;0.136471
2.042256;0.136426
2.043256;0.136378
2.044256;0.136318
2.045256;0.136204
2.046256;0.136025
2.047256;0.135815
2.048256;0.135594
2.048800;0.135471
2.049300;0.135363
2.049967;0.135222
2.050967;0.134984
2.051467;0.134869
2.051967;0.134755
2.052634;0.134614
2.053634;0.134375
2.054634;0.134146
2.055634;0.133917
2.056634;0.133688
2.057634;0.133460
2.058634;0.133233
2.059634;0.133007
2.060634;0.132781
2.061634;0.132557
2.062634;0.132333
2.063634;0.132111
2.064634;0.131890
2.065634;0.131671
2.066634;0.131453
2.067634;0.131236
2.068634;0.131021
2.069634;0.130807
2.070634;0.130595
2.071634;0.130384
2.072634;0.130175
2.073634;0.129967
2.074634;0.129761
2.075634;0.129556
2.076634;0.129353
2.077634;0.129151
2.078634;0.128951
2.079634;0.128752
2.080634;0.128555
2.081634;0.128359
2.082634;0.128164
2.083634;0.127971
2.084634;0.127779
2.085634;0.127588
2.086634;0.127399
2.087634;0.127211
2.088634;0.127024
2.089634;0.126839
2.090634;0.126655
2.091467;0.126503
2.091967;0.121097
2.092634;0.120793
2.093634;0.120491
2.094634;0.120308
2.095634;0.120123
2.096634;0.119934
2.097634;0.119745
2.098634;0.119557
2.099634;0.119369
2.100000;0.119301
2.100500;1.182642
2.100535;1.183616
2.100577;1.185840
2.100615;1.186785
2.100638;1.187222
2.100648;1.187385
2.100654;1.187486
2.100656;1.187507
2.100659;1.187555
2.100683;1.187867
2.100820;1.189314
2.100832;1.189129
2.101332;1.180491
2.101998;1.078840
2.102998;0.994007
2.103998;0.900972
2.104625;0.856037
2.104627;0.855926
2.104633;0.855673
2.104635;0.855573
2.104638;0.855438
2.104666;0.854244
2.104674;0.853917
2.104676;0.853813
2.104682;0.853583
2.104685;0.853446
2.104692;0.853169
2.104693;0.853122
2.104699;0.852885
2.104726;0.851741
2.104745;0.850939
2.104748;0.850830
2.104759;0.850385
2.104775;0.849706
2.104799;0.848738
2.104860;0.846332
2.104915;0.844180
2.104920;0.844017
2.104926;0.843765
2.104929;0.843652
2.104940;0.843260
2.104960;0.842503
2.104995;0.841248
2.105005;0.840882
2.105074;0.838404
2.105111;0.837584
2.105123;0.837317
2.105125;0.837280
2.105127;0.837231
2.105151;0.836704
2.105170;0.836315
2.105205;0.835591
2.105327;0.833179
2.105371;0.832406
2.105419;0.831612
2.105425;0.831522
2.105457;0.831021
2.105458;0.831002
2.105463;0.830926
2.105465;0.830903
2.105473;0.830782
2.105541;0.829791
2.105556;0.828206
2.105570;0.828021
2.105591;0.827763
2.105604;0.827599
2.105606;0.827567
2.105611;0.827513
2.105618;0.827429
2.105621;0.827397
2.105634;0.827240
2.105645;0.827111
2.105653;0.827029
2.105669;0.826859
2.105687;0.826667
2.105693;0.826611
2.105696;0.826576
2.105697;0.826566
2.105702;0.826519
2.105713;0.826407
2.105738;0.826164
2.105750;0.826055
2.105770;0.825868
2.105772;0.825854
2.105777;0.825807
2.105780;0.825782
2.105783;0.825762
2.105787;0.825725
2.105792;0.825685
2.105796;0.825654
2.105812;0.825519
2.105826;0.825410
2.105832;0.825358
2.105835;0.825339
2.105847;0.824367
2.105860;0.824247
2.105875;0.824110
2.105882;0.824054
2.105900;0.823913
2.105904;0.823880
2.105907;0.823855
2.105910;0.823829
2.105914;0.823805
2.105917;0.823779
2.105931;0.823678
2.105940;0.823611
2.105952;0.823527
2.105984;0.823302
2.105994;0.823239
2.105999;0.823210
2.106001;0.823197
2.106077;0.822732
2.106124;0.822500
2.106129;0.822480
2.106131;0.822472
2.106143;0.822426
2.106166;0.822343
2.106171;0.822330
2.106177;0.822310
2.106195;0.822251
2.106199;0.822240
2.106203;0.822228
2.106206;0.822219
2.106217;0.822187
2.106222;0.822174
2.106288;0.821999
2.106331;0.821914
2.106369;0.821858
2.106376;0.821850
2.106382;0.821845
2.106415;0.821815
2.106427;0.821809
2.106453;0.821798
2.106458;0.821798
2.106459;0.821798
2.106475;0.821797
2.106575;0.821795
2.106579;0.821438
2.106582;0.821442
2.106590;0.821451
2.106654;0.821542
2.106662;0.821559
2.106707;0.821660
2.106763;0.821812
2.106877;0.822188
2.106902;0.822299
2.106915;0.822360
2.106994;0.822737
2.107003;0.822789
2.107008;0.822817
2.107034;0.822962
2.107038;0.822986
2.107067;0.823155
2.107075;0.823203
2.107079;0.823228
2.107104;0.823386
2.107113;0.823440
2.107117;0.823464
2.107139;0.823608
2.107177;0.823863
2.107236;0.824276
2.107255;0.824418
2.107281;0.824616
2.107317;0.824893
2.107319;0.824911
2.107324;0.824954
2.107332;0.825014
2.107359;0.825233
2.107366;0.825292
2.107403;0.825609
2.107422;0.825768
2.107452;0.826028
2.107541;0.826829
2.107695;0.828358
2.107785;0.821510
2.108285;0.827575
2.108952;0.834307
2.109952;0.819424
2.110452;0.831859
2.110952;0.843123
2.111619;0.858006
2.112619;0.875563
2.113619;0.887740
2.114619;0.896442
2.115619;0.902471
2.116119;0.904251
2.116619;0.905475
2.117285;0.906199
2.118285;0.907075
2.119285;0.905947
2.120285;0.903935
2.121285;0.901484
2.122285;0.898957
2.123285;0.896832
2.124285;0.895066
2.125285;0.893924
2.126285;0.893591
2.127285;0.893755
2.128285;0.894371
2.129285;0.895289
2.130285;0.896313
2.131285;0.897236
2.132285;0.897896
2.133285;0.898154
2.134285;0.897956
2.135285;0.897288
2.136285;0.896183
2.137285;0.894716
2.138285;0.892988
2.138785;0.892059
2.139285;0.890861
2.139952;0.889208
2.140952;0.887927
2.141952;0.886390
2.142952;0.885048
2.143952;0.884005
2.144952;0.883291
2.145952;0.882887
2.146952;0.882745
2.147952;0.882801
2.148952;0.882986
2.149952;0.883237
2.150952;0.883338
2.151952;0.883633
2.152952;0.884268
2.153952;0.884917
2.154952;0.885316
2.155952;0.885286
2.156952;0.885196
2.157952;0.885134
2.158952;0.885092
2.159952;0.885067
2.160952;0.885076
2.161952;0.885148
2.162952;0.885298
2.163452;0.885415
2.163952;0.885412
2.164619;0.885324
2.165619;0.885918
2.166619;0.886313
2.167619;0.886719
2.168619;0.887124
2.169619;0.887505
2.170619;0.887850
2.171619;0.888146
2.172619;0.888387
2.173619;0.888571
2.174619;0.888702
